Isbn,Name,Stars,Title,Date,Description
0553803700,David Southworth,5.0,"5.0 out of 5 stars
Wonderful, Insightful",12/11/2023,"Sometimes, you finally get around to reading a book everyone calls a classic, and when you finish, your first reaction is, ""Yep, that was a classic."" And such as it is with I, Robot, Isaac Asimov's groundbreaking science fiction of a future inhabited by robots. This review won't spoil anything, but the number of concepts and ideas Asimov anticipates is incredible. Accelerating technological developments today and driving conversations about ethics, the limits or danger of artificial intelligence, the future of work, and many other issues. Asimov writes about this and more in the decades-old book."
0553803700,RayConcordNH,5.0,"5.0 out of 5 stars
e-read This Classic Due to Recent Developments in AI. See the Chapter. ""Liar""",18/06/2023,"This book has not aged well in all areas, but it is quite on target in the second half, starting with the chapter "" Liar"".  Today's artificial intelligence has been taught to tell us what we want to hear. We feed it junk and like a toddler eating candy wonder how come it is getting fat. We don't even have basic rules of conduct for AI. It copies copyrighted pictures and uses them as its own  creation. It manufacturers ""facts"", and lies about the sources. Computer scientists are not ethics based. It it can be built, it will be built. "" Who is watching the watchers?"""
0553803700,Ihearyou,3.0,"3.0 out of 5 stars
Hard to read",14/01/2024,The book started with a family that had a robot that played with and watched their child. I thought the story would take the course of more robots in society with increasing abilities until they took over. Unfortunately the actual story went from one scenario where the robots exhibited some type of glitch that was discussed to the point of boredom to another scenario that discussed other glitches and on and on. Towards the end the robots were created in human form and people didn’t know if they were human or not. Very hard to read. I skipped sections that seemed to have no purpose or ending.
0553803700,Sayel Cortes,4.0,"4.0 out of 5 stars
Friendly nice stories about robots",04/04/2023,"This book is a loosely connected series of stories about robots. Each of them is a chapter and each chapter addresses a dilemma which the 3 rules of robots are key to solve. In that way, each chapter is entertaining and surprising in its own. Overall they tell a story, but there is no overarching argument, which is why I give it only 4 stars. Because each chapter is independent and thus doesn't build into something bigger"
0553803700,Kindle Customer,5.0,"5.0 out of 5 stars
The Past, Present and Future Of AI",29/09/2023,"Asimov was very forward thinking about Robots, which we now call AI. And, as with everything else humans create, we do so at our own peril."
0553803700,Ashley,5.0,"5.0 out of 5 stars
Not a book to the movie",23/09/2023,"Thought provoking, interesting. How can a man imagine things so far ahead of his time? I need to read more Asimov"
0553803700,DRRD,4.0,"4.0 out of 5 stars
Enjoyable",16/02/2023,"I did like it, and one of the reaccuring character's way of picking out how robots are made to think, thus solving specific robotic problems.I enjoyed seeing how Asimov worked out the three laws of Robotics, but some of it got a bit too technical and political. Those parts I tended to skim."
0553803700,Gilbert Muniz,4.0,"4.0 out of 5 stars
Inevitable outcome.",16/05/2023,Since Robots were developed to sustain mankind through all circumstances obeying the robot laws could only lead to this outcome.
0553803700,Kim M. Ridlehoover,5.0,"5.0 out of 5 stars
Great Book",28/11/2018,"I, Robot is a great book to read and I would recommend it to everyone. Asimov used the cultural trend of futuristic science and the fear of what could happen extremely well. Through each story humanity was faced with a new challenge and fear. Robots in the book were becoming more and more like humans. In the way of developing personalities and eventually realizing that they are superior. This is the biggest fear of robotics then and even now.I personally enjoyed reading I, Robot. Reading about the types of fear that people had during Asimov's time and its relevance now makes the book more personal. The constant struggle between technology and humans is an everyday challenge for us now and Asimov depicts our lives now almost to a ""T"". The point of complete independence for robots is in the not too far future for us, especially with the develop of super computers like Watson and Amazon's household aid Alexa.The book from an academic standpoint is phenomenal. Asimov uses the fear from his current day and the use of what could possibly happen and turns it into a very real situation. The book works as a conglomerate, keeping each story distinctive, but working as a whole to the conclusion. The stories add to each other to show the development of technology over time. All of the developments lead to the last story and the struggle of humans losing control of themselves. I would have liked to have known more details about how each development of robots affected the world around it and the consequences or benefits from these developments through out time."
0553803700,Joseph Boone,4.0,"4.0 out of 5 stars
Still a classic",17/04/2007,"I, Robot bears more resemblance to a series of short stories than it does to a true novel.  While certain characters recur through most of the stories, each segment is pretty well self-contained within a loose framing story.  While time has obviously passed this book by in some respects (some dates for the events have already passed), it really doesn't damage the story in any meaningful way.  The characters are interesting, the story is strong, and the overall themes are just as valid today as the day they were written.The common thread running through these stories is the ""malfunction"" of robots and where their artificial nature ends and whether life begins at some point.  I don't want to spoil details for those who haven't read the book but is interesting how many of these apparent malfunctions turn out to be something very different once the robot's perspective is understood.  In fact, as we gain a deeper understanding of robots, it seems like we also gain insight into ourselves.All in all, I found this book interesting and entertaining.  I liked it enough that I will buy the second in the series and that may be the strongest recommendation I can give.  I have seen a few reviewers trash the book for not being the same as the movie, apparently ignorant of the fact that this book is nearly 60 years old and that it is the filmmakers who cashed in on Asimov's work and not the other way around.  As long as you don't expect to find a Will Smith clone in here and take it for what it is, I would recommend I, Robot with no reservations."
0553803700,mightytaiyo,5.0,"5.0 out of 5 stars
Review from someone new to Asimov",17/02/2015,"I stumbled upon Isaac Asimov books a few weeks ago after seeing a tweet (yes, shameful on my part) from Elon Musk about the Foundation series.  I started out reading ""Foundation"" but then quickly felt I should look further into these stories because I just like I wanted to know more of the history. It's a long story but I basically did a bit more research and found that ""I,Robot"" was one of the first books I should read as it provided the framing of the entire Galactic series.  I believe there are about 16 - 18 books which covers the Robots, Galactic Empire and Foundation stories (each having a set of books).  And although you can read each set of books on their own e.g. reading just the Foundation books is perfectly fine......you would do yourself an injustice by skipping the other sets as the all give notes of origin to certain characters and elements to each future story.  As other reviewers note, this is a collection is short stories and not a novel of one.  I just finished this book and now moving onto ""The Complete Robot""........and from the two books I've read/listened so far, I have not once been disappointed.  There were moments OMG when there were revelations in the story which I did not foresee.  One thing you should take into consideration.....while I think anyone would enjoy this book, don't compare it to the movie.  It is, as mentioned, a collection of short stories and only ties in some of the characters from the movie.  And while I think anyone would enjoy this book, do read it as a stepping stone.  You will be glad you did."
0553803700,Peter M. Kilkenny,4.0,"4.0 out of 5 stars
I'm such a slacker.",10/04/2021,"First, I didn't buy and read this until long after watching the I, Robot movie with Will Smith.  Secondly, I didn't write this review until about 7 years after reading the book.  I kind of think it's neat how the part of the book that evolved into the movie is really just a short story.  Then again, they got Maximum Overdrive out of what (as memory serves) was a 2 page short short story in a Stephen King book.  Anyway, back on topic - As a sci-fi fan I was really disappointed in myself for not reading this sooner.  It was quite enjoyable.  It's interesting to see where other authors have built on stuff like this.  If it's so awesome why not 5 stars?  Because I haven't felt any particular desire to go back and re-read it in the past 7 years."
0553803700,Esther Schindler,5.0,"5.0 out of 5 stars
Read it in the context of its own time",12/03/2006,"I first read _I, Robot_, 25 years ago. And, like everybody else, I was floored by the depth and simplicity of the Three Rules. (Personally, I liked the R. Daneel Olivaw series better, where Asimov puts his human protagonist in the unwilling role of solving murders... and the three laws are just as important there.)I re-read the book after seeing the movie, once I realized how little I'd remembered of the book's details. And I was surprised to see just how little of the book was used; it's basically the presence of Dr Susan Calvin (who isn't supposed to be pretty) and the three laws. The rest of the movie is a figment of someone ELSE's imagination. (It's entertaining, by the way, as long as you don't expect anything of Asimov in it.)What struck me in re-reading the collection of short stories is how much it's a function of its time... for both good and ill. When Asimov wrote these stories, for instance, the idea that a woman could be the pre-eminent robopsychologist was not a typical belief. More power to him for creating the character; but a modern reader won't have the same expectations as would a reader from the book's original era. Imagine seeing Star Wars for the first time, today; you'd think, ""THOSE were considered awesome special effects?!"" because the world has moved on since then. But this is what set the bar for classic SF, just as Star Wars influenced sfx forever.DO read this book; there's a reason this is considered a classic. However, keep in mind that its slightly thin and wooden characterization (Susan Calvin comes alive only because Asimov's thin brush strokes are so precise) was a function of its time."
0553803700,Thomas Tomczak,5.0,"5.0 out of 5 stars
Returning to an Old Friend",25/04/2023,"Having read this when I first started reading science fiction, I returned to see if it was as good as I remembered it. It is and more so. The author 's understanding of both human and robot motivation is much more astute than over forty years ago. Particularly interesting is how his story reflects today."
0553803700,AJDestin,5.0,"5.0 out of 5 stars
Great Classic Asimov",10/11/2018,"A while ago, I got sick of binge watching mindless shows and decided to binge read some of the classics of science fiction. I had not read any Asimov before, and figured that I, Robot was a good starting point. This book is actually a collection of short stories that take place in a future which doesn’t seem all that remote these days. Robots, and more importantly, the “positronic brain”, have become the leading technologies. In the early stories in the book, robots and their brains are in their earlier stages of development and they evolve considerably throughout the book. What I like about these stories is the fact that the underlying stories and their nuances are solid and well developed, while the robots and futuristic technology are more of a setting. Central to these underlying stories are the Three Laws, which lead to many unique and interesting problems. While this probably isn’t Asimov’s greatest book, it is an excellent introduction to his overall style. This book is a great starting point, and it got me hooked. As a result, I wound up reading the Robots series, the Galactic Empire series, and the Foundation series. Give it a try. You may get hooked too. On another note, the movie of the same name really doesn’t have much to do with the book. The movie took bits and pieces and then built around them."
0553803700,Eflander,4.0,"4.0 out of 5 stars
A classic",20/07/2022,"I, Robot is a sci fi classic of collected short stories by Asimov — published in 1950. Interesting to see what Asimov, a prof of chemistry, was able to predict and not predict about the world 70 years down the road. What is clever in the book is how a robot psychologist is able to get into the mind of robots and even out smart them. You can also find some precursors of Star Trek and Star Wars in the stories (e.g. hyperspace). No aliens or ETs however. A fun quick read."
0553803700,Schtinky,5.0,"5.0 out of 5 stars
Robots must follow the rules...",10/07/2004,"Re-reading ""I, Robot"" before the movie comes out was a good idea, I'm glad I did.  For me, reading Asimov if often a fond trip down memory lane.But if you have never read Asimov or looking for somewhere to start, I would highly recommend ""I, Robot"" as a first glimpse into Asimov's world(s).  Here is a wonderful and timeless collection of nine short stories that all center around a central theme; The Three Laws Of Robotics.The three laws are: 1) A robot may not injure a human being or through inaction allow a human being to come to harm.  2) A robot must obey orders given it by human beings except where such orders would conflict with the First Law.  3) A robot must protect its own existence as long as such protection does not conflict with the First or Second Law.These laws are the central theme to each individual story, and connecting them is a running ""Runaround"", ""Reason"", and ""Catch That Rabbit"".  Always under the direst of circumstances, they must figure out the malfunction of the robot before something terrible happens.  Very entertaining stories.Some of the other stories are about Dr. Calvin's personal experiences, such as ""Liar"" and ""Little Lost Robot"", but all fall back onto the laws as their basic theme, and whether or not humans will ever accept robots among them.Once finished with ""I, Robot"", I very highly recommend the ""Foundation"" series, one of my favorite Asimov themes, along with the Robot Trilogy and another favorite, ""Nightfall"".  Asimov has the gift of creating lively, likeable characters with a technical backdrop to his all-to-human stories, and always infuses a bit of humor into them.Truly one of the great masters of Sci-Fi, Asimov is a must-read in my opinion, and ""I, Robot"" is a wonderful starting point.Enjoy!"
0553803700,Dim Dandy,2.0,"2.0 out of 5 stars
Great stories, bad narrator",27/07/2005,"(I'm reviewing the audio CD edition.)I've always loved these stories.  Warmly human, insightful, clever and entertaining.  Asimov's diction sometimes sounds very old-fashioned, and his characters can seem a tad cliched or flat.  But the stories themselves are hugely entertaining.My disappointment is with the narrator.  I've heard this narrator on one other book, and I didn't like him in it, either.  But in that case, I hated the book (a pulp fiction mystery--I should have known better).  I've come to realize that this guy simply doesn't know how to narrate.  He seems to feel that he must cram as much emotion as he can into every sentence.  The truth is that, in most cases, most of the time, narrating doesn't requiring any serious emoting.  So he's always giving emotional spins to lines that shouldn't have any.  Rising inflections cause sentences to end with an interrogative tone that they shouldn't have.  Long pauses in the middle of sentences imply things--sarcasm, doubt, fear--that the text doesn't justify.  Characters come off as sounding smarmy, even insulting, when in fact they were intended to speak straightforwardly and sincerely.Even when the text does have a certain level of emotion in it, the narrator's reading is unpredictable.  Sometimes he does a good job;  other times he sounds like he's trying too hard.  It's not that he over-emotes, necessarily.  It's more a matter of sounding convincing.  Some readers can narrate the most wildly maudlin or melodramatic scenes, and sound convincing.  Others can't manage to portray mild surprise convincingly.As a result, I've found that I can only listen to this book a bit at a time, because I grow so thoroughly annoyed with the narration.  I have to mentally re-speak the words inside my head, shorn of all the overwrought histrionics.Ironically, this problem ends on the last story of the book.  It's a much more detached, dry, analytical story than all of the previous stories;  a good bit of it is narrated by a character.  So we have a narrator reading a character who is himself narrating.  Suddenly, the goofiness of the narration in the earlier stories is gone.  I won't say that he reads like a robot (to make a bad pun), but he simply reads normally.  They way I wish he had read the entire book.  Yet the story, although interesting, is probably the least fun to listen to, because it is so analytical.My only other quibble (a very minor one) is Will Smith's face on the box.  This book has nothing to do with the horrid movie of the same name.  This book contains the original stories, not the shoot-'em-up story in the movie.  The publisher should have been able to divine that the people who would bother to read Asimov's stories are not at all the type of people who would go see Will Smith playing his usual grin-and-shoot macho action hero character.  And if anyone bought this audio book thinking that it would be (one shudders to think) some sort of dramatization of the movie, they would be awfully disappointed.Overall, I can't recommend this book simply because of the narration.  Hopefully there will one day be a better narration."
0375913750,R.L. Geiger,5.0,"5.0 out of 5 stars
Pleasant Read, if not as Good as the First",15/03/2016,"I read the original Stargirl in high school. It was one of the greatest literary surprises I've ever experienced and a testament to the warning not to judge a book by its cover. It remains one of my favorite books to this day. I was not aware of a sequel until I was a number of years older and I snapped it up immediately.Several readers have posted negative reviews based on the fact the title character is now the narrator. Her enigmatic presence is punctured in the sequel as we see the world through her eyes. This is not a negative thing. It's fine to not enjoy this perspective if what you enjoyed about the first book was Stargirl as an ideal, but as a character, I felt the sequel humanized her in a way that was very positive. She's still an atypical, altruistic, even magical girl, but one who has experienced the sting of heartbreak and has sobered. Just a little. She deals with responsibility. She questions romance. She's a person and an interesting one.Her pining throughout the book for Leo, the narrator of the first novel, has been highlighted by some reviewers as a flaw. I disagree. Every one of us has experienced that before. I can look back through my own diary entries from high school and see how desperately involved I was with the fleeting romances of teenagerhood. This is a normal part of growing up and I believe the book handles it in such a way that we can all relate.The diary/letter format may throw people off as it is very different from the linear narrative of the original, but I found it interesting. I enjoy diaries and have long kept one myself, so the story felt more organic to me in this format. It won't work for everyone and that's understandable.The book isn't perfect. Many of the side characters feel phony. A few of them serve as walking literary devices with no personality of their own, which feels a little heavy handed much of the time. Even the better characters seem to serve limited purpose beyond providing Stargril a platform from which to speculate about the universe. The first book captured high school students more organically. The writing, while in no way bad, seems to falter in finding its voice. There are ""entries"" that I can believe were written by a teenage girl and others that feel like I'm reading a YA novel. I expected Stargirl's voice to be more dynamic and captivating.Even with its flaws, this is a good follow up to the first book. It's a short, entertaining read with some legitimately inspiring passages. If you loved the first book, spend the few dollars to snag this one. It's worth your time."
0375913750,Supified,5.0,"5.0 out of 5 stars
Attending Stargirl's solstice",08/10/2014,"I might as well add my voice to the chorus of people who loved this book.  A big improvement on the first (and not just in terms of length).  In this story we get to see the world from another character prospective, one that was fairly mysterious in the first book, owing much to the prospective given.  The cast are interesting and varied and there are some things done I didn't expect, but more on that later.As you probably already know, this book is written in the tense of a letter, which has been done before, but is done very well here.  I really enjoyed getting recaps of the day, sometimes weeks, after they happened.  What's better is that because this was written usually the end of a day, you could see the shifting and altering mindset of the character as she wrote the letter.  One thing that was done that was different and I loved was how the letter style is not constant.  Sometimes it's a summary and feels like a novel, sometimes it's random rambling and others it is broken up by poems and such.  It was pretty brilliant.The characters are also pretty spectacular, though I wish Stargirl had more friends  her age.  Actually the fact that she didn't might of been kind of the point, so I won't hold it at all against her (or the author).  The book is a lot longer than the original, which is great, but honestly I could of done with even more.  There are a lot of things this book started to touch on that I wish it had explored to greater depth.  Additionally I would like to have seen more about what stargirl thought about different things in life; However - the fact is the picture you are given is complete enough that I don't feel I need the author's hand holding to have a pretty good idea about how she would of reacted in different situations that the book doesn't present.There are some surprises and twists and turns I didn't expect and while the book is pretty generally a happy story, I think it improves on the already spectacular book one in just about every way.Oh and on the title of the review. . Read the book and you'll understand."
0375913750,Lloyd Lofthouse,5.0,"5.0 out of 5 stars
For me, Stargirl Represents the Desired Evolution of Humanity",14/10/2018,"In “Love, Stargirl”, the sequel to “Stargirl”, the main character’s family has already moved from Arizona to Pennsylvania where Stargirl returns to homeschooling after her short time in a real school in Arizona didn’t work out. In Arizona she was shunned by a mean mob of her peers for being a wonderful, positive role model.If humanity ever evolves into something better, we should learn from Stargirl. But, sad to think, there is only one Stargirl, and she is a fictional character in two books. Hopefully there will be a third book in the future.I read and reviewed “Stargirl” first before buying this sequel. The prequel earned five stars from me but this book is so much better because it is told from Stargirl’s point of view instead of Leo’s, the boy she left behind in Arizona after he dumped her. Of course, the reason he dumped her was because he caved in to peer pressure from a mean mob of other children who thought being too positive was wrong.I don’t think Stargirl is capable of a mean thought or behavior. After what Leo did to her in Arizona, how can she still love him like she does? To Stargirl, it seems Leo is her want-to-be Romeo and she is holding on to hope that he will evolve to her level. Is this wishful thinking? Unless there is a third book that includes Leo, we will never know.Stargirl is an incredible character and I want to know more about her life and friends. Because this book is told from her point of view, we meet all of the friends she makes in Pennsylvania: Dootsie, Betty Lou, Alvina, Perry Delloplane, and more. Each of Stargirl’s new friends is a unique individual as seen through the main characters eyes and thoughts. If we learn anything from the two books, we discover that being an individual is so much better than being the member of a mob of biased, like-minded people."
0375913750,Patricia,4.0,"4.0 out of 5 stars
Excellent, but not quite as good as Stargirl.",31/05/2014,"You have to have read Stargirl, the first of the books, in order to understand Love, Stargirl.I was thinking it might be a good read for my fourth graders, but it is definitely too old for them.  Stargirl is a great story, and it is written in a fun way, but the content is much more suited to 8th graders and up.  The readability is fine for younger kids, but the subject is over their heads.A few of my students started Stargirl, but they lost interest.  Younger kids just don't get, and shouldn't get, the problems of high school kids.I loved the book, the story, and the creative way it is written, but wait 'til you're 14 to read it!I am now reading its sequal, which is not as good as Stargirl."
0375913750,Overseas Mom,5.0,"5.0 out of 5 stars
Magic",31/03/2011,"This review courtesy of Squeaky Clean Reads ([...])Overall Review:  Magic. That's what this book is full of: Magic.  How so? you might ask. There were no magic spells or magicians or incantations... No, there weren't, but there was magic nonetheless. There is magic in seeing the small and seemingly insignificant things going on around you. There is magic in taking joy in a moment or celebrating a day. And what is more magical than watching a transformation? A person becoming or overcoming? How about befriending a 6 year old? Did you know 6 year olds are magic? They are. An incredible magical journey to a Winter Solstice is made--where the magic brings people together who love each other because first they were loved.  In reference to the first book titled ""Stargirl"", written from the point of view of someone else, I heard tell of the disappointment of humanizing Stargirl in this volume.  Humanizing? Where? I beg to differ. What human can make that sort of magic happen? There are some humans out there like her, admittedly, but they are few and far between. We see them and always wonder, ""How do they do it?"" How?  Beautifully and poetically written.  Overall rating is 5 out of 5 stars!Content Review:VIOLENCE: one mild instancePROFANITY: few mild instancesSEXUAL CONTENT: NONEMATURE THEME: MildRECOMMENDED AGE GROUP:  14+A wonderfully written, squeaky clean book.  The only violent part is when a character gets angry and beats someone up.  It's not graphically written, but another character sees and is very shaken.  There are less than a handful of swear words--so unusual when writing about teenagers!  There is no sexual content (two characters kiss, but there's nothing sensual about it).  I considered this to have a mild mature theme only because of the thought provoking nature of the novel.  ""Love, Stargirl"" is a Squeaky Clean read for 14+!This review was written by EmilyA Squeaky Clean Reads Book Reviewer"
0375913750,V,5.0,"5.0 out of 5 stars
Easy to read ( very interesting)",01/08/2023,It was a very interesting book my daughter loved it
0375913750,Amazon Customer,5.0,"5.0 out of 5 stars
Sequel to Stargirl",03/02/2018,"This is the sequel to Stargirl, and it is written from the perspective of Stargirl herself.This story is written as a very long letter in the form of a series of diary entries. The letter is addressed to Leo, her ex-boyfriend from the first book.When I picked up this book, I wanted to know more about Stargirl. I wanted to know more about the ethereal and unique girl who sang happy birthday to strangers, who wore interestingly different clothes, and who seemed to have an endless amount of kindness.As I read this book, I realized that Stargirl, deep down was still a normal child. She experiences anger, heartbreak, disappointment and terror, like any other child. I also realized that the reason why many viewed her as such was because we were viewing her through the eyes of Leo, an eager, youngster who had fallen in love with Stargirl and viewed her through a certain lens.This book delves into Stagirl's everyday life: her homeschool activities, how she interacts with others, how she views others, her family, her ""milk runs"" with her father, and the inner workings of her mind. It's quite an interesting read, but the Stargirl you see here may be a different girl than the person you saw in Stagirl (the first book). Nevertheless, this is still an interesting read regarding a kind girl who celebrates her uniqueness and is willing to reach others."
0375913750,Donna  V.,5.0,"5.0 out of 5 stars
Love, Stargirl - SOME BEAUTIFUL WRITING",26/08/2022,"Book 1: I was a bit disappointed in book 1.  It bogged down and didn't seem to go anywhere, although there were some nice scenes and nice writing.  BOOK 2:  This book was better and again, there was some beautiful images, and phrases, and characters.  It bogged down again, but there was too much I liked not to give it 5 stars.  I'm going to see what else this author writes.  glad i read this book; both of them actually."
0375913750,AlohaLinds,4.0,"4.0 out of 5 stars
Theme: Individuality vs. Conformity",26/02/2017,"The Stargirl series has been very popular in my special education classroom (5th-6th grade) this year.  One of my reading groups completed the Stargirl novel unit at the start of the school year and they requested that we read this one next because they weren't ready to say good-bye to the characters.  Cheers to Jerry Spinelli for creating a character who celebrates the uniqueness in all of us!  My students definitely connected with a main character who wasn't like everyone else, and who loved herself for who she was.  My students are very proud of themselves for understanding (and recognizing story examples) of individuality vs. conformity.  I couldn't be more pleased!"
0375913750,Dace,5.0,"5.0 out of 5 stars
I love ""Love, Stargirl""!",02/05/2013,"This book is written in the form of a novel-length letter, over the course of year, to the boy who broke the eccentric home-schooler's heart. It follows (the self-named) Stargirl's acclimation to small town Pennsylvanian and the relationships she forges as she gets to know interesting people around her and herself.""Love, Stargirl"" is a sequel to the Spinelli's best-seller ""Stargirl"", which is referenced throughout the book. This works great if the two are read in reverse order (""Love, Stargirl"" and then ""Stargirl""). All the reminiscing is new to the uninitiated reader and builds intrigue about her past with  Leo and Mesa, AZ. The first book (""Stargirl"") -- the better written of the two -- then fills in the gaps, and provides a proper ending for the series.Endearing and well-written, it happens to feature -- and be accessible to -- teenage readers, without being dumbed down or condescending.All in all, great books. Highly recommended. But please please please read this one before the other one."
0375913750,Kindle Customer,4.0,"4.0 out of 5 stars
I don't think I loved it quite as much as the first one but ...",06/10/2017,"My daughter and I read both the first Stargirl and this one together.  I don't think I loved it quite as much as the first one but we still enjoyed it quite a bit.  You would have to have read the first one prior to this or you won't understand much of it.  My daughter is 11 and it's hard to find books that both capture her attention and yet are still appropriate and not all about high school drama.  This one and Stargirl fit the bill.  Interesting, a little different and totally appropriate.  I recommend them both!"
0375913750,Amazon Customer,5.0,"5.0 out of 5 stars
Another lovely story",08/08/2020,"This was such a fun little read. I really enjoyed getting to know Stargirl better, and delving into her new town. Her journey of self discovery after losing Leo was endearing.  I loved all the different characters she met along the way. I hope they can make this into a movie too. Most of all, I hope the author rounds the story of Leo and Stargirl in the future.  As a romantic, I hope they find their way back to each other."
0375913750,nissahh,3.0,"3.0 out of 5 stars
Okay",07/07/2018,"Okay I was a little disappointed with this after liking Stargirl a lot. I can't put my finger on why I didn't like it, but it didn't feel the same you know? Stargirl is still my precious cinnamon roll that I want to protect with every fiber of my being but I didn't care for some of the characters and her being friends with an actual child that is 5 or 6. I didn't mind her being friends with 'A' I just can't recall her name but it was weird and I'm pretty sure it had a 'c' in it. Her group of friends were just weird but I expected that from Stargirl.Is it weird that I like the whole harem thing with Perry? I feel weird for liking it and was happy that it wasn't really looked down upon and caused no drama between those involve."
0375913750,Joy JustJoy,5.0,"5.0 out of 5 stars
Stargirl...again",30/11/2012,"This review is a strange one for me. I am a special ed teacher, and I have discovered Jerry Spinelli as an author who my students read in their accelerated reading goals....and ths I discovered the title 'Stargirl"" lasyt year in my gen ed teachers classroom. I borrowed it, read it, and then realized that I AM a Stargirl!!! I AM this character! And I am not alone!! So, it ws a happi discovery that there was a sequel called Love, Stargirl. It picks up where she left off, it tells what happens to her when she left her state of Arizona, and relocated. And if you process stuff the same way I do, you understand how this book gets on, and developes, but the ending you will have to read for yourself.I am a Stargirl fan!! But then...I AM Stargirl! Are you? Read and find out :)"
0375913750,E. Ingram,3.0,"3.0 out of 5 stars
The mysteries of Stargirl are answered...",09/03/2011,"and it's sort of a shame that they are.Stargirl's appeal in the first, ""Stargirl,"" is her quirky, mysterious personality. The power of Stargirl lies in not understanding her quirky ideas and actions. This book answers too many questions to keep Stargirl that girl of mystery and independent womanhood.My main concern is the length of time she's stuck on Leo Borlock. The entire book is a letter to Leo and even after Stargirl is told repeatedly that she shouldn't live in the past and that she should get over Leo. She knows this. She UNDERSTANDS it, and yet, independent individual that she is, can't move on until the last two pages of the book. This goes against everything Stargirl is and is made to be in the first book. And also doesn't go very far in showing young girls the value of moving on after a tough relationship. Perhaps this is a normal teen girl response, but this normal response is exactly what makes it so anti-Stargirl.Which is not to say that the book isn't beautifully written, or that it's not filled with Stargirl's trademark quirks and Jerry Spinelli's incredible sense of humor.It just seems to be a forced sequel rather than an organic extension of a story..."
0375913750,Luna,5.0,"5.0 out of 5 stars
Love star girl",26/10/2020,I like how it was in the form of the letter and how some characters seemed like they were something tough in the beginning but with the help of star girl just being star girl they revealed how they actually were and not you they pretend to be. Sometimes I think we all need a star girl in our lives.
0375913750,erick hinojosa,5.0,"5.0 out of 5 stars
Where is my star girl",18/11/2018,This book makes me feel sad and happy at the same time. It comes from the fact that star girl is a special one of a king girl and she is so stuck on Leo. I believe this girl deserves her star boy and I hope it’s someoneElsewhere in her fictional world. I wish there was a third book where she meets her star boy. I guess it makes me more happy that sad. One of my favorites!
0375913750,Queen of Angels,5.0,"5.0 out of 5 stars
Just the right touch.",26/02/2021,I am still in the mist of finishing this book but so far it has me captivated. I hope the author has a book signing because I would love to see her. I recommend this book for all ages. It is very informative!
0375913750,Wryter,4.0,"4.0 out of 5 stars
A little long...",16/06/2020,"...but a good story. Didn’t like it as much as the original. Interesting characters and a lot like Anne Tyler. All the characters had their own foibles, and were easy to recognize."
0375913750,Suzanne,5.0,"5.0 out of 5 stars
Heartwarming and incredibly charming story",25/08/2016,"This book is even more charming than the first! I've fallen in love with the Stargirl stories all over again after loving them back in high school. The relationship between her and the little girl in the story could not be any sweeter. It's a book that makes me laugh and cry out loud and I've enjoyed it so much. I highly recommend for all ages. Of course, read the first book before this, Stargirl."
0743454553,Celie Bush,5.0,"5.0 out of 5 stars
A Lemon Tree Memory",25/09/2023,Memory is such an amazing thing.  Can we trust it? Rely on it? This book tells us so much about the power of Memory. Your mind remembers. Your heart remembers. Your soul remembers. But what if it is not instantaneous?Jody Picoult has created this tale with twists and turns so poignant and stirring that you cannot wait to find out what happens next...I am never disappointed by her writing and truly enjoy the challenges she makes of the human experience.
0743454553,Mrs. Ann Guida,4.0,"4.0 out of 5 stars
A typical Picoult style read",15/01/2023,I felt at first it was a bit slow and wondered where the story would go but in true Picoult style there are small twists and last minute revelations that you dont expect.
0743454553,Pygmykay,5.0,"5.0 out of 5 stars
hard to read. spoiler alert!",21/09/2023,"As a woman who has an alcoholic son and who was sexually abused as a small child, and who has a daughter who was also abused as a small child, I could hardly get through this. However it was tactfully and carefully presented. I read it slowly and thoughtfully.  She is an amazing writer to handle this topic!"
0743454553,teols2016,5.0,"5.0 out of 5 stars
Surprisingly Good...",09/07/2014,"The path that led me to reading this book is a strange one.  Apart from the premise, I knew precisely squat about this book or the author, Jodi Picoult.  But I was overwhelmingly surprised.  This was a very good book and I will be on the lookout for more of Picoult's work.  I'm always a fan when there's a female protagonist, and one in law enforcement is only a bonus.  Delia Hopkins is smart, feisty, caring, and sharp as a tack.  Even when her idyllic life in New Hampshire is shattered by the revelation that her name isn't Delia and that, while being her biological parent, her father had taken her from her mother in Arizona when she was a little girl, violating a custody agreement with his ex-wife.  With her father headed back to Arizona to stand trial for kidnapping, Delia and her daughter follow him while her fiancée, a lawyer, takes his case with the aide of a local friend.  The centerpiece of the trial becomes Delia's memories of a past she always thought she was only imagining.  All the while, her father sits in the county jail, with a cell mate who's career in the free world is a meth dealer/cook.  This book is often sold as an exploration of memories.  With this sort of marketing strategy, I always fear the possibility that the central element of the plot will overshadow everything else.  This thankfully was not the case.  The exploration of memories, specifically Delia's memories, was nicely integrated and it was all more interesting as a result.  This book was interesting across the board.  The characters, many of them trading off narrating duties, were all well-developed.  The scene descriptions of New Hampshire and Arizona were all breath-taking...I totally want to visit these places.  Best of all, this unabridged audio book had a different voice actor every time a different character took over as the narrator.  That alone was absolutely great as it gave even more life to these characters, many of whom I was already willing to sit down with for coffee.  For all these elements and more, I absolutely recommend this book and I'm convinced that Jodi Picoult is just as great in her other works.  Enjoy."
